"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Spry1",2.01597517508644e-48,0.789474513328573,0.457,0.215,3.2346321684262e-44,"0","Spry1"
"Pdia6",2.13304060950506e-48,0.61610770658852,0.816,0.589,3.42246365795087e-44,"0","Pdia6"
"Naca",2.23515572588326e-48,0.500355870391227,0.954,0.767,3.58630736217968e-44,"0","Naca"
"Igfbp5",2.80574653237732e-48,0.296678172368285,0.801,0.513,4.50182031119941e-44,"0","Igfbp5"
"Fgfr2",3.18499908029554e-48,1.07007871165849,0.36,0.147,5.1103310243342e-44,"0","Fgfr2"
"Dclk1",3.44946658000412e-48,0.851284292003695,0.582,0.335,5.53466912761661e-44,"0","Dclk1"
"Pcdh7",4.01951200689239e-48,0.518421129379107,0.827,0.567,6.44930701505884e-44,"0","Pcdh7"
"Lpl",4.18390140388498e-48,0.750029298071104,0.653,0.397,6.71306980253345e-44,"0","Lpl"
"Elob",4.2371925333766e-48,0.519624128032432,0.908,0.692,6.79857541980275e-44,"0","Elob"
"Ifitm2",5.29579856949743e-48,0.42170790108774,0.966,0.804,8.49710880475863e-44,"0","Ifitm2"
"Mif",6.1329195246301e-48,0.795952882626969,0.636,0.393,9.840269377269e-44,"0","Mif"
"Fam107b",9.91385719273506e-48,1.23538251689986,0.424,0.211,1.59067838657434e-43,"0","Fam107b"
"Eif1",1.35328662194337e-47,0.362806219060141,0.996,0.922,2.17134838490813e-43,"0","Eif1"
"Gas5",1.53027909977519e-47,0.510988547911473,0.945,0.757,2.45533281558929e-43,"0","Gas5"
"Tuba1a",2.44060703708865e-47,0.570806164724252,0.956,0.772,3.91595399100874e-43,"0","Tuba1a"
"Tmed10",4.66212390843312e-47,0.625001637785304,0.848,0.643,7.48037781108094e-43,"0","Tmed10"
"Mfap4",1.57040677451086e-46,1.03088210699018,0.691,0.474,2.51971766970268e-42,"0","Mfap4"
"Rpl12",1.63042860448596e-46,0.501877443085359,0.931,0.72,2.61602269589772e-42,"0","Rpl12"
"Ptgs2",1.77494270151879e-46,1.31334851650835,0.585,0.367,2.8478955645869e-42,"0","Ptgs2"
"Selenbp1",7.54354181650782e-46,0.644627985373756,0.608,0.36,1.21036128445868e-41,"0","Selenbp1"
"Fhl2",1.03657697548463e-45,0.746031427125356,0.479,0.238,1.66318775716509e-41,"0","Fhl2"
"Cstb",1.17741428167991e-45,0.815628364721164,0.702,0.491,1.88916121495542e-41,"0","Cstb"
"Rps14",1.55070100051554e-45,0.373336457565224,0.989,0.909,2.48809975532718e-41,"0","Rps14"
"Cdk6",1.59749203106068e-45,1.27766855734595,0.29,0.105,2.56317596383687e-41,"0","Cdk6"
"Negr1",2.4200637435833e-45,0.825776453414983,0.518,0.278,3.8829922765794e-41,"0","Negr1"
"Lmo4",3.4915788668641e-45,0.678541422080797,0.724,0.498,5.60223829188345e-41,"0","Lmo4"
"Arf5",4.37132822807827e-45,0.577431969096597,0.851,0.654,7.01379614195159e-41,"0","Arf5"
"Ctsc",4.50978094980803e-45,1.2315901044678,0.413,0.202,7.23594353396698e-41,"0","Ctsc"
"Serf2",6.60218272514343e-45,0.5686987875178,0.858,0.66,1.05932021824926e-40,"0","Serf2"
"Rpl17",2.82200581003598e-44,0.455714014170694,0.963,0.753,4.52790832220272e-40,"0","Rpl17"
"Gm13889",3.08129933501004e-44,0.508298106726037,0.503,0.251,4.94394478302361e-40,"0","Gm13889"
"Myl12a",4.02475053726563e-44,0.545387281598565,0.863,0.655,6.4577122370427e-40,"0","Myl12a"
"Ergic3",6.79672289352217e-44,0.707755617475844,0.701,0.48,1.09053418826563e-39,"0","Ergic3"
"Nsa2",1.01789326179656e-43,0.625482127024473,0.845,0.662,1.63320973855258e-39,"0","Nsa2"
"Ugcg",1.17115006730743e-43,0.977852925637811,0.479,0.255,1.87911028299477e-39,"0","Ugcg"
"Ifngr1",2.34192441871007e-43,0.77942773032797,0.676,0.463,3.75761772982031e-39,"0","Ifngr1"
"Robo1",3.05655071845798e-43,1.1310742382255,0.346,0.148,4.90423562776584e-39,"0","Robo1"
"Arid5b",3.52481127677871e-43,0.701542421034461,0.747,0.523,5.65555969359144e-39,"0","Arid5b"
"Ctsz",5.17736988146636e-43,0.61195396317442,0.779,0.569,8.30708997481278e-39,"0","Ctsz"
"Fdx1",5.59070543483353e-43,0.931731097683235,0.517,0.301,8.9702868701904e-39,"0","Fdx1"
"Rasa3",9.27702277744795e-43,1.14654638589459,0.354,0.154,1.48849830464152e-38,"0","Rasa3"
"Hsd11b1",2.79649457792242e-42,0.771502964713064,0.497,0.263,4.48697555027652e-38,"0","Hsd11b1"
"Gm12216",3.80557881587796e-42,1.05341024498908,0.374,0.172,6.10605121007619e-38,"0","Gm12216"
"Gpm6b",4.23564416733437e-42,0.924738702219862,0.393,0.186,6.796091066488e-38,"0","Gpm6b"
"Laptm4a",4.31675519188422e-42,0.470488742263233,0.94,0.793,6.92623370537824e-38,"0","Laptm4a"
"Btg1",5.9954232415782e-42,0.538871345021362,0.928,0.784,9.61965659111222e-38,"0","Btg1"
"Eif3f",6.85107210283777e-42,0.587082841337602,0.838,0.644,1.09925451890032e-37,"0","Eif3f"
"Twsg1",1.05736578713038e-41,0.663839351768353,0.698,0.491,1.6965434054507e-37,"0","Twsg1"
"Gapdh",1.44648911533308e-41,0.42976075178405,0.908,0.685,2.32089178555193e-37,"0","Gapdh"
"Adamtsl4",2.59750332460786e-41,0.921000472145665,0.479,0.264,4.16769408433331e-37,"0","Adamtsl4"
"2410006H16Rik",1.05847374317836e-40,0.655441480038318,0.748,0.526,1.69832112092968e-36,"0","2410006H16Rik"
"Matn2",1.13799236641456e-40,0.530966803114441,0.7,0.431,1.82590875191217e-36,"0","Matn2"
"Tmem158",1.38710749626255e-40,0.563135992565316,0.438,0.222,2.22561397775327e-36,"0","Tmem158"
"Cavin3",1.44083712471886e-40,0.492973707670358,0.917,0.745,2.31182316661141e-36,"0","Cavin3"
"Gda",1.96044233799543e-40,0.945742259555114,0.447,0.238,3.14552973131367e-36,"0","Gda"
"Ier2",2.51092427808307e-40,0.480150255455341,0.963,0.866,4.02877800418428e-36,"0","Ier2"
"Tmed3",3.64863752696321e-40,0.659181801930414,0.71,0.491,5.85423891201247e-36,"0","Tmed3"
"Wfdc1",4.10302383121678e-40,0.568317543022547,0.588,0.33,6.58330173718732e-36,"0","Wfdc1"
"Dnajb1",5.54882864692825e-40,0.704343466626318,0.772,0.582,8.90309556399638e-36,"0","Dnajb1"
"Rps9",6.28253275777235e-40,0.333893579769515,0.991,0.909,1.00803238098457e-35,"0","Rps9"
"Grk5",6.950346470776e-40,1.15209379342757,0.373,0.183,1.11518309123601e-35,"0","Grk5"
"Hk2",7.18648177960259e-40,0.549817981259997,0.777,0.525,1.15307100153724e-35,"0","Hk2"
"Prr13",1.081703110224e-39,0.84264077817661,0.494,0.276,1.7355926403544e-35,"0","Prr13"
"Tmed9",1.27055204241229e-39,0.572118451523612,0.755,0.542,2.03860075205051e-35,"0","Tmed9"
"Arrdc4",1.75987921111813e-39,1.12382933194521,0.362,0.175,2.82372619423904e-35,"0","Arrdc4"
"Ly6a",1.79414751115931e-39,0.372327968046321,0.946,0.707,2.87870968165512e-35,"0","Ly6a"
"Ost4",2.50131728331462e-39,0.597909940986768,0.783,0.565,4.01336358107831e-35,"0","Ost4"
"Cited2",2.85475932806919e-39,1.04922259206622,0.53,0.319,4.58046134188702e-35,"0","Cited2"
"Dpm3",5.62898313685473e-39,0.614843227941528,0.769,0.565,9.03170344308342e-35,"0","Dpm3"
"Pmp22",8.15786139496993e-39,0.433733663444128,0.944,0.793,1.30892886082293e-34,"0","Pmp22"
"Timp2",9.05905110706071e-39,0.319629465399383,0.988,0.901,1.45352475012789e-34,"0","Timp2"
"Rtn4",1.17515372857707e-38,0.553166734542315,0.844,0.659,1.88553415750191e-34,"0","Rtn4"
"Rplp1",1.25223950822613e-38,0.312085740764212,0.996,0.938,2.00921829094882e-34,"0","Rplp1"
"Camk1",1.38840031647162e-38,0.720598678577522,0.574,0.348,2.22768830777872e-34,"0","Camk1"
"Ncam1",1.85315320422002e-38,0.343743001290119,0.704,0.415,2.97338431617103e-34,"0","Ncam1"
"Atp5d",2.33916750121905e-38,0.459228425906601,0.833,0.609,3.75319425570596e-34,"0","Atp5d"
"Ssr4",2.63781445356937e-38,0.640081735100009,0.72,0.495,4.23237329075206e-34,"0","Ssr4"
"Lifr",3.72774151779019e-38,1.32005210927877,0.261,0.1,5.98116126529435e-34,"0","Lifr"
"Ndufa13",7.31346873061592e-38,0.47469846443345,0.864,0.635,1.17344605782732e-33,"0","Ndufa13"
"Tubb2a",1.34001809114471e-37,0.753330735257055,0.614,0.403,2.15005902724168e-33,"0","Tubb2a"
"Cdc42ep5",1.40429421811836e-37,0.796132783490693,0.49,0.275,2.2531900729709e-33,"0","Cdc42ep5"
"Rpl7a",1.62089278414713e-37,0.412491074669908,0.957,0.793,2.60072247216408e-33,"0","Rpl7a"
"Dad1",1.89697504531774e-37,0.490269816210379,0.87,0.651,3.04369646021231e-33,"0","Dad1"
"Zfp36l2",2.24001021315288e-37,0.52975785274994,0.828,0.622,3.5940963870038e-33,"0","Zfp36l2"
"Acvrl1",2.98969665571365e-37,0.771513945780892,0.612,0.408,4.79696828409255e-33,"0","Acvrl1"
"Plaat3",3.81770850194058e-37,0.815128033106964,0.459,0.248,6.12551329136366e-33,"0","Plaat3"
"Rpl31",4.98108054907311e-37,0.537400743345155,0.829,0.621,7.99214374098781e-33,"0","Rpl31"
"Ssr2",5.22101125227106e-37,0.730042318184737,0.607,0.398,8.37711255426891e-33,"0","Ssr2"
"H2-T23",5.23079457559313e-37,0.919735779699554,0.479,0.277,8.39280989653917e-33,"0","H2-T23"
"Col6a2",5.45550341827524e-37,0.356448794321285,0.986,0.884,8.75335523462263e-33,"0","Col6a2"
"Mcrip1",7.81209461318648e-37,0.714689806086203,0.613,0.407,1.25345058068577e-32,"0","Mcrip1"
"Col5a1",1.01805069581796e-36,0.400723797420931,0.94,0.785,1.63346234143992e-32,"0","Col5a1"
"Prdx4",1.35917159648359e-36,0.777269791934435,0.573,0.363,2.18079082655791e-32,"0","Prdx4"
"Ddost",1.45513951434249e-36,0.635325337827041,0.697,0.486,2.33477135076253e-32,"0","Ddost"
"Tgm2",1.55734306676439e-36,0.559339623161381,0.691,0.463,2.49875695062347e-32,"0","Tgm2"
"Cebpb",1.95439273979145e-36,0.58673147433465,0.851,0.669,3.13582315099538e-32,"0","Cebpb"
"Acsl4",2.09954561088152e-36,0.923024361127807,0.466,0.266,3.3687209326594e-32,"0","Acsl4"
"Tmem140",2.13396388737574e-36,1.32638872353005,0.281,0.12,3.42394505729438e-32,"0","Tmem140"
"Sec62",2.20896520938629e-36,0.479868998608031,0.878,0.687,3.5442846784603e-32,"0","Sec62"
"Cebpd",3.26673345072585e-36,0.399279966770056,0.947,0.793,5.24147382168962e-32,"0","Cebpd"
"Kdelr3",5.36445262232281e-36,0.942317837001671,0.451,0.255,8.60726423251696e-32,"0","Kdelr3"
"Csf1",5.70642243359492e-36,0.611799632761175,0.709,0.493,9.15595479470305e-32,"0","Csf1"
"Selenof",5.9455818091968e-36,0.449793824456143,0.902,0.721,9.53968601285627e-32,"0","Selenof"
"Hes1",8.3935428847462e-36,0.611259414206418,0.963,0.842,1.34674395585753e-31,"0","Hes1"
"Icosl",1.01130909513737e-35,0.993714498938505,0.327,0.147,1.62264544314792e-31,"0","Icosl"
"Cd302",1.24466214970248e-35,0.558103994082704,0.703,0.459,1.99706041919763e-31,"0","Cd302"
"Efemp1",1.33326297909475e-35,0.36765478610916,0.905,0.696,2.13922044995753e-31,"0","Efemp1"
"Sh3bgrl3",3.29463606119883e-35,0.681424157355283,0.573,0.369,5.28624356019352e-31,"0","Sh3bgrl3"
"Fcgrt",5.0780458401002e-35,0.53199871128009,0.794,0.604,8.14772455044078e-31,"0","Fcgrt"
"C1qtnf2",5.55240095644007e-35,0.795817024533984,0.467,0.268,8.90882733460809e-31,"0","C1qtnf2"
"Tmem59",6.29450546418262e-35,0.53319002486744,0.802,0.593,1.0099534017281e-30,"0","Tmem59"
"Htra3",7.74771333258747e-35,0.45519428824847,0.874,0.611,1.24312060421366e-30,"0","Htra3"
"Tm2d2",1.20796285426758e-34,0.65527529954645,0.596,0.388,1.93817639967233e-30,"0","Tm2d2"
"Kitl",1.2629086123101e-34,0.650200890748962,0.388,0.195,2.02633686845156e-30,"0","Kitl"
"Rex1bd",1.4898248474706e-34,0.65819878390248,0.594,0.378,2.39042396776658e-30,"0","Rex1bd"
"Rnh1",1.7452197177928e-34,0.628419350867162,0.682,0.469,2.80020503719855e-30,"0","Rnh1"
"Cdh11",1.82276730022958e-34,0.633782523027249,0.472,0.257,2.92463013321837e-30,"0","Cdh11"
"Pcdh18",1.98760303767333e-34,0.822082315750126,0.48,0.282,3.18910907394686e-30,"0","Pcdh18"
"Eef1b2",3.25756507866895e-34,0.426488376993934,0.929,0.748,5.22676316872433e-30,"0","Eef1b2"
"Trnp1",3.49605932335236e-34,1.35972718668166,0.255,0.105,5.60942718431887e-30,"0","Trnp1"
"Cd47",4.06659020308929e-34,0.43965738112385,0.92,0.752,6.52484398085676e-30,"0","Cd47"
"Pgls",4.74572155103607e-34,0.627946861100322,0.629,0.421,7.61451022863737e-30,"0","Pgls"
"Fkbp7",5.47634488971562e-34,0.715935517455111,0.572,0.366,8.78679537554871e-30,"0","Fkbp7"
"Psmb1",5.49595791222932e-34,0.56497160042181,0.738,0.536,8.81826447017194e-30,"0","Psmb1"
"Efemp2",9.87081219707524e-34,0.697874701438175,0.567,0.363,1.58377181702072e-29,"0","Efemp2"
"Lox",1.02681659932614e-33,1.17145495797921,0.35,0.177,1.64752723361879e-29,"0","Lox"
"Atraid",3.35766673506876e-33,0.730590404242017,0.6,0.407,5.38737627641782e-29,"0","Atraid"
"Cope",3.55759303900526e-33,0.652410632860988,0.637,0.432,5.70815803108393e-29,"0","Cope"
"Serpinb1a",4.66016852214463e-33,0.543164245122236,0.509,0.287,7.47724039378105e-29,"0","Serpinb1a"
"Eng",4.96802428281361e-33,0.756334239079007,0.438,0.243,7.97119496177444e-29,"0","Eng"
"Rhoc",1.20620045901402e-32,0.436732581264035,0.889,0.717,1.93534863648799e-28,"0","Rhoc"
"Rcn1",2.27433209816437e-32,0.671870864234732,0.562,0.361,3.64916585150474e-28,"0","Rcn1"
"Rnf152",2.42946786069532e-32,1.07675680962964,0.288,0.128,3.89808118248564e-28,"0","Rnf152"
"Il1r1",3.237267102286e-32,0.904163194565301,0.339,0.166,5.19419506561789e-28,"0","Il1r1"
"Gpr153",4.34105582952855e-32,0.903924160606193,0.4,0.215,6.96522407847855e-28,"0","Gpr153"
"Eif3i",4.5183143833728e-32,0.637748271465345,0.626,0.429,7.24963542812165e-28,"0","Eif3i"
"Angptl2",5.49234744819922e-32,0.514559407158461,0.67,0.457,8.81247148063564e-28,"0","Angptl2"
"Pebp1",7.37444219916111e-32,0.525955786588189,0.799,0.611,1.1832292508554e-27,"0","Pebp1"
"Snhg18",8.533361152792e-32,0.490223733423737,0.764,0.552,1.36917779696548e-27,"0","Snhg18"
"1700025G04Rik",9.12014310369458e-32,0.742215410714839,0.496,0.294,1.4633269609878e-27,"0","1700025G04Rik"
"Gucy1a1",9.58860679746041e-32,0.360293590980447,0.614,0.373,1.53849196065252e-27,"0","Gucy1a1"
"Spcs1",1.38058859505845e-31,0.569978102356914,0.655,0.458,2.21515440077128e-27,"0","Spcs1"
"Scube1",1.75585277619466e-31,0.744164039979697,0.337,0.16,2.81726577940433e-27,"0","Scube1"
"Cd55",1.81376606585842e-31,0.295496432124571,0.838,0.622,2.91018765266984e-27,"0","Cd55"
"Ndufc2",2.21019347154688e-31,0.560303857236223,0.658,0.455,3.54625542509696e-27,"0","Ndufc2"
"Exosc8",2.45046546663782e-31,1.00021402090287,0.34,0.174,3.93177184122039e-27,"0","Exosc8"
"Fam3c",2.70866402780974e-31,0.787326761703407,0.459,0.271,4.34605143262072e-27,"0","Fam3c"
"Trmt112",3.44534450259933e-31,0.67198285299562,0.545,0.348,5.52805525442063e-27,"0","Trmt112"
"Cnpy2",4.85178857926538e-31,0.622992974767561,0.592,0.398,7.78469477543131e-27,"0","Cnpy2"
"Tmem167",5.18622724559998e-31,0.70017352392883,0.529,0.335,8.32130161556517e-27,"0","Tmem167"
"C1ra",5.24046687767794e-31,0.527422897831569,0.734,0.536,8.40832910523425e-27,"0","C1ra"
"Samhd1",6.04629906408503e-31,0.755926387639235,0.455,0.262,9.70128684832443e-27,"0","Samhd1"
"Cd9",9.788263836947e-31,0.284074690055304,0.938,0.751,1.57052693263815e-26,"0","Cd9"
"Mrpl52",9.8452911124563e-31,0.472372158726067,0.801,0.593,1.57967695899361e-26,"0","Mrpl52"
"Col6a1",1.02514551704555e-30,0.286874421188639,0.988,0.916,1.64484598209959e-26,"0","Col6a1"
"Anxa1",1.22545495668148e-30,0.415372379355301,0.904,0.722,1.96624247799544e-26,"0","Anxa1"
"Enho",1.35100707922959e-30,0.430788759158284,0.451,0.235,2.16769085862388e-26,"0","Enho"
"A4galt",1.39046475675473e-30,1.02702656075939,0.32,0.159,2.23100070221297e-26,"0","A4galt"
"Cyba",1.59957472672948e-30,0.483628758031962,0.798,0.589,2.56651764903745e-26,"0","Cyba"
"Serpinb6a",2.00914545074147e-30,0.469895531651216,0.843,0.671,3.22367387571468e-26,"0","Serpinb6a"
"Hspe1",2.09402360734322e-30,0.58201573588316,0.662,0.459,3.35986087798219e-26,"0","Hspe1"
"Pdgfrb",2.72213313660517e-30,0.744280815333849,0.482,0.296,4.367662617683e-26,"0","Pdgfrb"
"Copz2",4.27941190756531e-30,0.629470805357141,0.577,0.383,6.86631640568855e-26,"0","Copz2"
"Epas1",5.00635405366645e-30,0.763559790033631,0.427,0.239,8.03269507910783e-26,"0","Epas1"
"H3f3a",5.80951418726835e-30,0.299683945084217,0.939,0.779,9.32136551347206e-26,"0","H3f3a"
"Scn1b",7.0801711712132e-30,0.711143373122258,0.481,0.298,1.13601346442116e-25,"0","Scn1b"
"Eif4ebp1",8.59964956784856e-30,0.801311934034275,0.438,0.255,1.3798137731613e-25,"0","Eif4ebp1"
"Hint1",9.34409718436871e-30,0.366859301612089,0.911,0.72,1.49926039323196e-25,"0","Hint1"
"Rack1",1.15831731654379e-29,0.306951086315288,0.971,0.863,1.85852013439451e-25,"0","Rack1"
"Ogn",1.46116228702965e-29,0.436533617534557,0.902,0.737,2.34443488953907e-25,"0","Ogn"
"Rpl15",1.67578024984238e-29,0.518161564175004,0.734,0.534,2.6887894108721e-25,"0","Rpl15"
"Eef1d",1.7293193213442e-29,0.471733150218485,0.797,0.601,2.77469285109677e-25,"0","Eef1d"
"Snrpg",1.74601185042422e-29,0.525926341060271,0.701,0.512,2.80147601400566e-25,"0","Snrpg"
"Rtraf",2.03813985885761e-29,0.610295855752161,0.624,0.439,3.27019540353704e-25,"0","Rtraf"
"Cuta",2.88866919803596e-29,0.639110077931552,0.573,0.385,4.6348697282487e-25,"0","Cuta"
"Gas6",5.34921340134741e-29,0.459338378163784,0.733,0.525,8.58281290246192e-25,"0","Gas6"
"Gstt1",5.88639873761496e-29,0.712583193078458,0.482,0.296,9.4447267745032e-25,"0","Gstt1"
"Dkk3",7.93815887123774e-29,0.470624853187108,0.639,0.422,1.27367759089009e-24,"0","Dkk3"
"Cxcl10",1.09209330713345e-28,1.22914149842423,0.343,0.186,1.75226371129562e-24,"0","Cxcl10"
"Lipa",1.74723029867583e-28,0.886562053487441,0.412,0.244,2.80343101422537e-24,"0","Lipa"
"Nedd9",2.07684262067642e-28,0.992718659217418,0.319,0.166,3.33229398487531e-24,"0","Nedd9"
"Psmb10",2.22510477466853e-28,0.812219499773986,0.441,0.272,3.57018061095566e-24,"0","Psmb10"
"Ptma",2.29977294494181e-28,0.252624071233154,0.999,0.959,3.68998569015913e-24,"0","Ptma"
"Rap2a",2.37454887428068e-28,0.723586494433707,0.462,0.284,3.80996366878336e-24,"0","Rap2a"
"Phb2",2.66850509454081e-28,0.794123964438831,0.465,0.294,4.28161642419073e-24,"0","Phb2"
"Myh9",2.70597319029824e-28,0.379784031052438,0.787,0.596,4.34173398383353e-24,"0","Myh9"
"Uba52",3.37495794888107e-28,0.632263966091534,0.602,0.422,5.41512002897968e-24,"0","Uba52"
"Fblim1",5.39358692264254e-28,0.41322780429012,0.446,0.241,8.65401021737996e-24,"0","Fblim1"
"Cd248",5.4775845455733e-28,0.395113349544291,0.786,0.571,8.78878440337236e-24,"0","Cd248"
"Sh3bp5",6.5693223596622e-28,0.762044190952758,0.433,0.257,1.0540477726078e-23,"0","Sh3bp5"
"Atox1",9.54588570172445e-28,0.467072436007813,0.734,0.538,1.53163736084169e-23,"0","Atox1"
"Capns1",1.08373558093753e-27,0.410409808280643,0.875,0.714,1.73885373961426e-23,"0","Capns1"
"Add3",1.40824338462467e-27,0.457337699206629,0.757,0.558,2.25952651063028e-23,"0","Add3"
"Snx6",1.90227170295984e-27,0.739904078613644,0.497,0.328,3.05219494739907e-23,"0","Snx6"
"Bsg",1.96851437889743e-27,0.354873975323557,0.893,0.76,3.15848132094093e-23,"0","Bsg"
"Plk2",2.33304080683627e-27,1.20317296553603,0.356,0.201,3.7433639745688e-23,"0","Plk2"
"Polr2e",2.95593694436793e-27,0.744111176377104,0.453,0.281,4.74280082723835e-23,"0","Polr2e"
"Psmb3",6.11852100237724e-27,0.536299371220852,0.627,0.437,9.81716694831429e-23,"0","Psmb3"
"Foxf1",7.42835894660731e-27,0.448935264891408,0.608,0.409,1.19188019298314e-22,"0","Foxf1"
"Zfp36l1",9.77507753901016e-27,0.407060911179835,0.953,0.84,1.56841119113418e-22,"0","Zfp36l1"
"Micos13",1.00974734471948e-26,0.640805314441147,0.536,0.352,1.62013961460241e-22,"0","Micos13"
"Yif1a",1.09642866280494e-26,0.895909379492965,0.367,0.21,1.75921978947053e-22,"0","Yif1a"
"Rasa1",1.10276446160549e-26,0.813554142620787,0.436,0.271,1.76938557864601e-22,"0","Rasa1"
"Edf1",1.84564287753821e-26,0.379688572710524,0.766,0.568,2.96133399701005e-22,"0","Edf1"
"Tceal9",2.01688911683017e-26,0.441996026839413,0.797,0.611,3.23609858795402e-22,"0","Tceal9"
"Ifi30",2.45142559980599e-26,0.793871233540534,0.356,0.196,3.93331237488872e-22,"0","Ifi30"
"Ifi27l2a",2.47558258353364e-26,0.348062822934718,0.914,0.773,3.97207225527972e-22,"0","Ifi27l2a"
"H2az1",2.56020522789645e-26,0.402395331025297,0.75,0.552,4.10784928815986e-22,"0","H2az1"
"Thy1",2.9368561343514e-26,0.885804221305064,0.321,0.168,4.71218566756682e-22,"0","Thy1"
"Gpx8",3.06082096680799e-26,0.607609809402219,0.563,0.378,4.91108724124342e-22,"0","Gpx8"
"Mdk",3.63924449708121e-26,0.841548209919083,0.264,0.123,5.8391677955668e-22,"0","Mdk"
"Nsg1",3.83318124177662e-26,0.925783175408826,0.329,0.176,6.15033930243058e-22,"0","Nsg1"
"Cln5",4.11675333714971e-26,1.08128773877097,0.303,0.16,6.60533072945671e-22,"0","Cln5"
"Sh3glb1",4.20210306608579e-26,0.471916363157755,0.812,0.633,6.74227436953465e-22,"0","Sh3glb1"
"Gpc1",4.61908927464817e-26,0.812995083354247,0.347,0.186,7.41132874117298e-22,"0","Gpc1"
"Erp29",6.5457324532149e-26,0.55911699636344,0.607,0.422,1.05026277211833e-21,"0","Erp29"
"Mfap2",7.56227644233279e-26,0.63372302002563,0.529,0.349,1.2133672551723e-21,"0","Mfap2"
"Blvrb",8.27344715355529e-26,0.613077670395835,0.539,0.363,1.32747459578795e-21,"0","Blvrb"
"Ndfip1",8.65766818654825e-26,0.462072202386989,0.754,0.568,1.38912286053167e-21,"0","Ndfip1"
"Rpl27",9.90663428693151e-26,0.441886313835069,0.778,0.582,1.58951947133816e-21,"0","Rpl27"
"Ift27",1.0598762994046e-25,0.798216682013437,0.393,0.238,1.70057152239467e-21,"0","Ift27"
"Btf3",1.10601691398672e-25,0.355464197252228,0.896,0.73,1.77460413849169e-21,"0","Btf3"
"Pxdn",1.1394297587009e-25,0.708236952463752,0.402,0.233,1.8282150478356e-21,"0","Pxdn"
"Uqcrh",1.21770167987458e-25,0.336554863348591,0.888,0.71,1.95380234535876e-21,"0","Uqcrh"
"Fkbp10",1.54904963339911e-25,0.774528209766756,0.435,0.274,2.48545013678887e-21,"0","Fkbp10"
"Slc50a1",1.90172624619938e-25,0.68935979555474,0.455,0.285,3.0513197620269e-21,"0","Slc50a1"
"Ddr2",1.93700949791342e-25,0.4370967921772,0.778,0.62,3.10793173940209e-21,"0","Ddr2"
"Selenop",2.64570122797475e-25,0.301047123028213,0.877,0.701,4.24502762028549e-21,"0","Selenop"
"Rpl5",3.45063017237106e-25,0.456252339003391,0.763,0.589,5.53653611156936e-21,"0","Rpl5"
"Psmg4",3.81759847497112e-25,0.829068864455952,0.335,0.182,6.12533675309116e-21,"0","Psmg4"
"Gpx4",4.72551319164363e-25,0.481697585956831,0.66,0.474,7.5820859159922e-21,"0","Gpx4"
"Septin4",5.55778252208048e-25,0.319193918572577,0.346,0.178,8.91746205667814e-21,"0","Septin4"
"Hmgb1",5.89080453477104e-25,0.403004556316074,0.802,0.628,9.45179587604014e-21,"0","Hmgb1"
"Hexa",6.63787328765286e-25,0.635097730385515,0.573,0.41,1.0650467690039e-20,"0","Hexa"
