"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Psmd9",0.00905444657872172,1.12947580542889,0.326,0.192,1,"8","Psmd9"
"Zfp7061",0.00919397305701359,0.835235061550694,0.535,0.452,1,"8","Zfp706"
"Cisd12",0.00920817864944383,1.04771709032116,0.349,0.213,1,"8","Cisd1"
"Stag2",0.00926165015911118,0.710514801731619,0.488,0.345,1,"8","Stag2"
"Afap12",0.00929195613804846,0.801643704482304,0.512,0.349,1,"8","Afap1"
"Rtl8a1",0.00930440934174025,1.32718651665006,0.302,0.178,1,"8","Rtl8a"
"Papola",0.0093463476808043,0.862118653983186,0.465,0.331,1,"8","Papola"
"Bod1l1",0.009375537510477,0.668476491891428,0.558,0.39,1,"8","Bod1l"
"Nap1l42",0.00939173168705385,1.05178937239045,0.442,0.284,1,"8","Nap1l4"
"Aco22",0.00941449061696934,0.890857483419254,0.419,0.29,1,"8","Aco2"
"Fyco11",0.00949771618891157,1.4469073275314,0.302,0.177,1,"8","Fyco1"
"Slk3",0.00955465415575095,0.826792627146862,0.488,0.363,1,"8","Slk"
"Hmgcr2",0.00959040560936775,1.48538686503428,0.256,0.135,1,"8","Hmgcr"
"Hnrnpa31",0.00962836223651559,0.613854444578277,0.698,0.643,1,"8","Hnrnpa3"
"Prpf191",0.00970256338517733,1.56191959855833,0.349,0.214,1,"8","Prpf19"
"Tle43",0.00972589246697233,1.20548593303327,0.349,0.21,1,"8","Tle4"
"Cox6b12",0.00975509424704385,0.597715698181089,0.744,0.677,1,"8","Cox6b1"
"Ccdc1242",0.00996988154732073,0.703867306833115,0.488,0.324,1,"8","Ccdc124"
"Exosc4",0.00997577997106532,1.2860807912709,0.279,0.15,1,"8","Exosc4"
"Nog",0,8.31248002906847,0.976,0.012,0,"9","Nog"
"Hand11",0,8.1196085219368,0.881,0.009,0,"9","Hand1"
"Pcp4",0,8.31330083354698,0.881,0.012,0,"9","Pcp4"
"Ak5",0,8.18597365845074,0.762,0.004,0,"9","Ak5"
"Cckar",0,10.1794591344926,0.738,0.002,0,"9","Cckar"
"Dpp10",0,6.77693449015893,0.714,0.005,0,"9","Dpp10"
"Cidea",0,9.7125512923184,0.69,0.001,0,"9","Cidea"
"Gpbar1",0,9.27279347876127,0.571,0.001,0,"9","Gpbar1"
"Kcnip4",0,8.28723991556257,0.548,0.001,0,"9","Kcnip4"
"Ooep",0,10.9494441580691,0.548,0.001,0,"9","Ooep"
"Galr2",0,10.1242716908222,0.452,0,0,"9","Galr2"
"Mdga2",0,8.65876687129522,0.452,0.001,0,"9","Mdga2"
"Hpcal4",6.0848162153132e-299,8.87003702265381,0.405,0.001,9.76308761747003e-295,"9","Hpcal4"
"Gm43341",1.0918301920274e-270,9.89595141544425,0.333,0,1.75184154310796e-266,"9","Gm43341"
"Grem2",4.0259608955952e-254,6.92787955356528,0.952,0.023,6.4596542569825e-250,"9","Grem2"
"Nrn1l",7.70944266438855e-245,8.60052159261236,0.357,0.001,1.23698007550114e-240,"9","Nrn1l"
"Abcc2",8.31312490229121e-245,7.98582283424294,0.357,0.001,1.33384089057262e-240,"9","Abcc2"
"Npy4r",1.12438298663237e-241,6.80233517918809,0.548,0.006,1.80407250205164e-237,"9","Npy4r"
"Kcnd3",1.62191841262733e-236,6.96693810048253,0.881,0.021,2.60236809306055e-232,"9","Kcnd3"
"Hoxb5os1",4.08367321543526e-230,6.48674144934453,0.667,0.011,6.55225367416587e-226,"9","Hoxb5os"
"Kit1",7.33360620956219e-228,5.01114155630227,0.976,0.028,1.17667711632425e-223,"9","Kit"
"Gm42770",6.41554068241323e-225,8.01881352459932,0.333,0.001,1.0293735024932e-220,"9","Gm42770"
"Pdzrn41",1.17212017392261e-220,6.07677600237128,0.548,0.007,1.88066681905882e-216,"9","Pdzrn4"
"Shisal1",1.3091667976052e-210,6.66731115027387,0.381,0.002,2.10055812675755e-206,"9","Shisal1"
"Gtf2a1l",3.40395875629393e-209,9.67587950505851,0.262,0,5.46165182447361e-205,"9","Gtf2a1l"
"Cox4i2",2.63131780725598e-203,6.49308077385484,0.857,0.025,4.22194942174222e-199,"9","Cox4i2"
"Mapk4",6.82327285151507e-195,6.89310364082675,0.381,0.003,1.09479412902559e-190,"9","Mapk4"
"Grpr",4.07936460227217e-194,8.33576205807461,0.31,0.001,6.54534050434569e-190,"9","Grpr"
"Bcl11a",3.29855688098204e-193,7.39191407245068,0.357,0.002,5.29253451553568e-189,"9","Bcl11a"
"Slc38a11",1.16691271013086e-190,5.64184534944642,0.69,0.015,1.87231144340497e-186,"9","Slc38a1"
"Tox3",2.44451779184069e-188,7.30795576400975,0.524,0.008,3.92222879700839e-184,"9","Tox3"
"Gpr201",4.8174379464665e-184,5.45012022100278,0.762,0.02,7.7295791851055e-180,"9","Gpr20"
"Ano11",5.75840534694862e-179,5.03939630124208,1,0.041,9.23936137917907e-175,"9","Ano1"
"Mapk10",4.33012367738619e-175,6.621293491612,0.381,0.004,6.94768344036614e-171,"9","Mapk10"
"Ccdc184",5.33139049147165e-175,7.30197980413109,0.286,0.001,8.55421604356626e-171,"9","Ccdc184"
"Lamc3",1.61564259224123e-169,7.00171434112141,0.381,0.004,2.59229853925105e-165,"9","Lamc3"
"Ctxn31",6.21629120454358e-166,5.40444085030757,0.5,0.008,9.97403923769018e-162,"9","Ctxn3"
"Kcnb2",1.30118203173086e-163,6.07223292169703,0.5,0.009,2.08774656991217e-159,"9","Kcnb2"
"Rgs7bp",2.69232950410961e-163,5.05960157548402,0.762,0.024,4.31984268934387e-159,"9","Rgs7bp"
"Kcnj8",9.72942232446614e-162,5.72599935402698,0.762,0.024,1.56108581196059e-157,"9","Kcnj8"
"Angptl6",8.98562093156774e-157,6.0479718180813,0.857,0.035,1.44174287847004e-152,"9","Angptl6"
"Cd24a1",1.65377018842569e-151,5.34957584854785,0.833,0.033,2.65347426732902e-147,"9","Cd24a"
"Parm11",5.56835165722824e-139,4.9996514762395,0.976,0.054,8.93442023402271e-135,"9","Parm1"
"Crispld1",3.1214688775172e-124,6.03691597638686,0.357,0.006,5.00839681397635e-120,"9","Crispld1"
"Cpe2",4.32519114114168e-118,5.24562121590348,1,0.071,6.93976918596182e-114,"9","Cpe"
"Slc8a3",5.43244167585907e-118,4.90440837594336,0.548,0.017,8.71635266891588e-114,"9","Slc8a3"
"Col23a1",1.46944841948962e-117,5.57671421133869,0.833,0.046,2.3577299890711e-113,"9","Col23a1"
"Lrig1",4.55341946085723e-117,5.80420529721368,1,0.075,7.30596152494542e-113,"9","Lrig1"
"Bcam1",1.3225381446131e-115,4.41281833353568,0.714,0.032,2.12201245303172e-111,"9","Bcam"
"Nrtn1",6.98365510566796e-115,5.34310353960657,0.786,0.041,1.12052746170442e-110,"9","Nrtn"
"Cttnbp21",1.18198271679387e-110,5.72991097928426,0.405,0.009,1.89649126909577e-106,"9","Cttnbp2"
"Sbspon",1.84069481653193e-108,6.38078169039632,0.333,0.006,2.95339483312548e-104,"9","Sbspon"
"Satb11",6.67210036148466e-106,5.41766982729651,0.976,0.078,1.07053850300021e-101,"9","Satb1"
"Aldh1b11",5.62693801419738e-103,5.08799972312674,0.619,0.027,9.02842204377969e-99,"9","Aldh1b1"
"Gchfr",1.14783838136486e-93,6.51730486019079,0.31,0.006,1.84170668289992e-89,"9","Gchfr"
"Gsta41",5.6016556257072e-89,5.29155082129952,0.571,0.027,8.98785645144721e-85,"9","Gsta4"
"Scg51",4.57390135870383e-86,5.20023291656476,0.286,0.006,7.33882473004029e-82,"9","Scg5"
"Trib2",5.59236195759488e-86,4.86062864162849,0.476,0.018,8.97294476096099e-82,"9","Trib2"
"Cacnb2",1.39183166324064e-84,4.65436708355887,0.452,0.017,2.2331939036696e-80,"9","Cacnb2"
"Lrrc3",3.35892292068462e-83,4.90083957367973,0.452,0.017,5.38939182623848e-79,"9","Lrrc3"
"Rgs52",1.82909530065854e-82,3.80266781425152,0.976,0.096,2.93478340990663e-78,"9","Rgs5"
"Psd1",2.95545591726927e-79,4.607928127725,0.929,0.097,4.74202901925854e-75,"9","Psd"
"Rgs9",4.1581836339314e-79,4.91203450551049,0.381,0.012,6.67180564064293e-75,"9","Rgs9"
"Smoc1",2.59844867081156e-78,4.42516406357948,0.5,0.023,4.16921089231716e-74,"9","Smoc1"
"Chchd102",2.79824204875905e-78,4.40846047512732,0.905,0.09,4.4897793672339e-74,"9","Chchd10"
"Neurl1b",6.59679858251425e-77,5.06386582047982,0.452,0.019,1.05845633256441e-72,"9","Neurl1b"
"Ldhb2",5.62462401040467e-73,4.19750411137508,0.881,0.09,9.02470922469429e-69,"9","Ldhb"
"Stum1",5.6691615308616e-72,4.17268814105319,0.571,0.033,9.09616967626743e-68,"9","Stum"
"Gmpr",1.51822896552472e-68,5.85104444594809,0.262,0.006,2.43599837518442e-64,"9","Gmpr"
"Car21",3.75576168656146e-68,4.90995029538087,0.619,0.043,6.02611962608787e-64,"9","Car2"
"Moxd1",1.32118321523619e-66,5.16759200903916,0.333,0.011,2.11983846884646e-62,"9","Moxd1"
"Nap1l5",2.51448860149262e-66,5.05558668532823,0.357,0.013,4.03449696109491e-62,"9","Nap1l5"
"Pcp4l12",7.17522414022696e-66,3.61800200721919,0.786,0.073,1.15126471329942e-61,"9","Pcp4l1"
"Syndig1",1.07138748551226e-65,4.47274751448083,0.381,0.015,1.71904122050442e-61,"9","Syndig1"
"Neto2",1.03624223030376e-64,5.22554123643751,0.286,0.008,1.66265065852237e-60,"9","Neto2"
"Tenm4",3.42713298192649e-64,4.72926391863038,0.333,0.012,5.49883486950105e-60,"9","Tenm4"
"Cck",6.19679786682112e-64,5.13644814029746,0.452,0.023,9.94276217731448e-60,"9","Cck"
"St3gal5",3.36427369664766e-63,4.28018155354232,0.524,0.032,5.39797714627117e-59,"9","St3gal5"
"Slc4a41",6.40880378874001e-63,4.47794241291575,0.833,0.095,1.02829256790333e-58,"9","Slc4a4"
"Amigo2",1.09114185142383e-62,4.57426909975601,0.476,0.027,1.75073710060953e-58,"9","Amigo2"
"Acacb",7.77495945712731e-62,4.19140909908471,0.381,0.016,1.24749224489608e-57,"9","Acacb"
"Kcnk31",3.26318213012813e-61,3.52905574731225,0.5,0.03,5.23577572779059e-57,"9","Kcnk3"
"Slitrk62",8.08795037687537e-59,3.51015760638287,0.643,0.053,1.29771163796965e-54,"9","Slitrk6"
"Actg21",3.84340153285442e-58,2.19731541134604,1,0.125,6.16673775946491e-54,"9","Actg2"
"Enpep2",3.35189504597319e-56,3.25938187438681,0.738,0.074,5.37811560126398e-52,"9","Enpep"
"Kcnh22",2.90170044977763e-55,3.81770864498898,0.524,0.037,4.65577837166821e-51,"9","Kcnh2"
"Ppargc1a",4.82704468658336e-54,4.67350781764822,0.333,0.015,7.744993199623e-50,"9","Ppargc1a"
"Fgfr3",4.07533346389983e-53,5.2701364628386,0.262,0.009,6.53887254282728e-49,"9","Fgfr3"
"Tceal3",1.71022932385514e-51,3.44698646927226,0.571,0.047,2.74406295012558e-47,"9","Tceal3"
"Ttll7",3.20147632726942e-51,4.53080970497929,0.357,0.018,5.13676876710378e-47,"9","Ttll7"
"Nkd11",1.17961014749926e-50,3.81334083394721,0.595,0.054,1.89268448166257e-46,"9","Nkd1"
"Chrdl1",1.49798616059111e-50,4.5781178974418,0.643,0.064,2.40351879466844e-46,"9","Chrdl1"
"Rspo3",3.23789047185901e-50,3.22921306895972,0.786,0.093,5.19519526209779e-46,"9","Rspo3"
"Sntg22",3.42394588483061e-50,3.25954582462965,0.524,0.04,5.49372117221072e-46,"9","Sntg2"
"Gna14",6.87629531874205e-49,5.039706947981,0.286,0.012,1.10330158389216e-44,"9","Gna14"
"Cacna1d3",1.32730994825772e-48,3.35490703066686,0.952,0.167,2.12966881197951e-44,"9","Cacna1d"
"Mef2c1",6.54233397169828e-47,3.83616076122279,0.714,0.084,1.04971748575899e-42,"9","Mef2c"
"Glrb",1.01462543879199e-46,4.73558746939472,0.262,0.01,1.62796651654175e-42,"9","Glrb"
"6330403K07Rik",2.82404194595652e-46,4.16378050582907,0.357,0.02,4.53117530228723e-42,"9","6330403K07Rik"
"Bmper",1.62946552805347e-45,4.69299474516322,0.31,0.015,2.61447743976179e-41,"9","Bmper"
"Lyz2",2.76028588759399e-45,4.17291329871327,0.31,0.015,4.42887870664456e-41,"9","Lyz2"
"Anxa8",2.99054661538131e-45,4.37822442167871,0.381,0.024,4.79833204437932e-41,"9","Anxa8"
"Cend1",1.38249512655782e-44,4.30780079277024,0.286,0.013,2.21821343056203e-40,"9","Cend1"
"Bmpr1b",1.44586481913052e-44,4.1572468418237,0.357,0.021,2.31989010229492e-40,"9","Bmpr1b"
"Grb141",2.00695360997408e-43,3.65665985853141,0.286,0.013,3.22015706720341e-39,"9","Grb14"
"Zfp385b1",3.59973556867379e-43,3.94557208573189,0.381,0.025,5.7757757199371e-39,"9","Zfp385b"
"Gm973",5.11775417309565e-42,3.83740831044122,0.286,0.014,8.21143657073198e-38,"9","Gm973"
"Mab21l23",3.683267360329e-41,3.26286516742134,0.881,0.162,5.90980247964788e-37,"9","Mab21l2"
"2010204K13Rik",4.21035655668636e-40,4.08619686260911,0.357,0.024,6.75551709520327e-36,"9","2010204K13Rik"
"Id21",4.21695812326576e-39,3.48059481731719,1,0.249,6.76610930877992e-35,"9","Id2"
"Gja12",1.05352464454249e-38,3.37729445436209,1,0.311,1.69038029216843e-34,"9","Gja1"
"Tmeff1",2.15748034725514e-38,3.70890607236758,0.452,0.04,3.46167721717088e-34,"9","Tmeff1"
"Ehd42",1.19784048213078e-37,3.25935984573319,0.762,0.125,1.92193505357884e-33,"9","Ehd4"
"Cyfip2",2.78067264304047e-37,4.05477574163769,0.262,0.013,4.46158925575844e-33,"9","Cyfip2"
"Cav23",6.52858476071633e-37,3.07482025117032,0.714,0.109,1.04751142485694e-32,"9","Cav2"
"Ptn3",8.64724177227005e-37,2.08065068852828,0.667,0.086,1.38744994236073e-32,"9","Ptn"
"Hdac9",1.16746529676184e-36,4.04134195005699,0.262,0.014,1.87319806865437e-32,"9","Hdac9"
"Cacna1h1",4.7173061481923e-36,3.38645963394443,0.476,0.047,7.56891771477455e-32,"9","Cacna1h"
"Prkg12",5.59461468082337e-36,3.34666049923575,0.619,0.082,8.97655925538109e-32,"9","Prkg1"
"Clba1",6.72976061410703e-35,3.85852515478521,0.357,0.027,1.07979009053347e-30,"9","Clba1"
"Foxp22",1.10594439064647e-34,2.86863078185854,0.857,0.178,1.77448777479226e-30,"9","Foxp2"
"Ccdc31",1.63682141020589e-34,2.97918943691244,0.69,0.107,2.62627995267536e-30,"9","Ccdc3"
"Cavin22",2.4630202926519e-34,3.03983122868945,0.976,0.288,3.95191605955998e-30,"9","Cavin2"
"Inafm2",4.58066877936861e-34,3.65256102553903,0.476,0.05,7.34968305649694e-30,"9","Inafm2"
"Atp1b12",2.49051510229207e-33,2.40087827122463,0.738,0.122,3.99603148162763e-29,"9","Atp1b1"
"Fam162a3",2.55298487574061e-33,3.21737534285679,0.976,0.332,4.09626423312581e-29,"9","Fam162a"
"Mgst31",4.94633582588679e-33,2.63817149547439,0.81,0.167,7.93639583263535e-29,"9","Mgst3"
"Sfrp4",8.61125044606768e-33,4.07063709837259,0.548,0.074,1.38167513407156e-28,"9","Sfrp4"
"Epdr1",1.59261058431608e-32,3.85833052081478,0.667,0.113,2.55534368253515e-28,"9","Epdr1"
"Mdfic2",1.81537803705036e-32,2.95686682378815,0.857,0.208,2.91277406044729e-28,"9","Mdfic"
"Gm138892",3.92383918155188e-32,2.99237004799922,1,0.314,6.2957999668e-28,"9","Gm13889"
"Acyp21",2.024928477459e-31,2.98063812343029,0.786,0.162,3.24899774208297e-27,"9","Acyp2"
"Vamp51",2.15318507364201e-31,3.59032526803705,0.69,0.125,3.45478545065861e-27,"9","Vamp5"
"C1qtnf4",2.54470538480511e-31,4.25719216122632,0.262,0.016,4.0829797899198e-27,"9","C1qtnf4"
"Eva1a1",6.18875414272512e-31,3.37704742129206,0.333,0.026,9.92985602200245e-27,"9","Eva1a"
"Atp1b32",7.58341338002043e-31,3.29615589557477,0.976,0.349,1.21675867682428e-26,"9","Atp1b3"
"AW5519841",1.0212231152974e-29,3.95408170085496,0.476,0.06,1.63855248849469e-25,"9","AW551984"
"Fam131a",3.19767512577289e-29,3.65473353845579,0.31,0.024,5.13066973930261e-25,"9","Fam131a"
"Edn31",3.69689201433068e-29,3.79792435289347,0.31,0.025,5.93166323699358e-25,"9","Edn3"
"Elovl63",3.71998449614726e-29,2.87963089273212,0.643,0.108,5.96871512406828e-25,"9","Elovl6"
"Abcc9",6.17216088774596e-29,3.02038837515734,0.5,0.063,9.9032321443884e-25,"9","Abcc9"
"Ddr11",1.41486014291544e-28,3.20605345005373,0.571,0.087,2.27014309930782e-24,"9","Ddr1"
"Fabp3",1.68778938256241e-28,3.98662263659184,0.262,0.018,2.70805806432138e-24,"9","Fabp3"
"Tmtc12",1.77645755849344e-28,2.78118441108867,0.69,0.127,2.85032615260272e-24,"9","Tmtc1"
"Sema6a2",5.11537020750184e-28,3.17854822955302,0.595,0.097,8.2076114979367e-24,"9","Sema6a"
"Cdon",7.63161489327833e-28,3.05198448578672,0.381,0.038,1.22449260962651e-23,"9","Cdon"
"Tmsb4x3",1.30186122779581e-27,2.41941042063343,1,0.97,2.08883633999838e-23,"9","Tmsb4x"
"Tbc1d19",6.02355292759672e-27,2.84206014040267,0.548,0.081,9.66479067232893e-23,"9","Tbc1d19"
"Cd59a2",6.43570539393606e-27,2.38831356772453,0.714,0.134,1.03260893045704e-22,"9","Cd59a"
"Bdh11",8.96142189263187e-27,4.05368007586115,0.286,0.023,1.43786014267278e-22,"9","Bdh1"
"Id13",1.20041456967585e-26,3.09422358613264,0.857,0.245,1.92606517704489e-22,"9","Id1"
"Cdh113",1.9406953998859e-26,2.47467482704041,0.976,0.311,3.11384576911693e-22,"9","Cdh11"
"Ptgfr",3.13418864630205e-26,3.44715582654217,0.381,0.041,5.02880568299164e-22,"9","Ptgfr"
"Myo1e2",5.56906667790941e-26,3.06650898806622,0.548,0.089,8.93556748470565e-22,"9","Myo1e"
"Msi21",8.38985884006245e-26,2.91586144057592,0.881,0.288,1.34615285088802e-21,"9","Msi2"
"Ap1s22",1.76465014508494e-25,2.6988027614928,0.81,0.198,2.83138115778879e-21,"9","Ap1s2"
"H2bc44",2.5455205351119e-25,2.60397392799957,0.833,0.218,4.08428769858705e-21,"9","H2bc4"
"Sgk3",3.08234982322588e-25,3.10557368000102,0.429,0.055,4.94563029136592e-21,"9","Sgk3"
"Dixdc1",5.31833925342907e-25,3.02244529681183,0.405,0.048,8.53327533212694e-21,"9","Dixdc1"
"Hpgd4",6.97977740917833e-25,2.42192195486521,0.881,0.254,1.11990528530266e-20,"9","Hpgd"
"Slc12a7",1.58636584413712e-24,3.53321631434939,0.31,0.03,2.54532399691802e-20,"9","Slc12a7"
"Hoxa102",1.65339765139649e-24,2.57236661799634,0.786,0.21,2.65287653166567e-20,"9","Hoxa10"
"Wnt6",2.48300629215927e-24,3.67228450783419,0.286,0.025,3.98398359576954e-20,"9","Wnt6"
"Klhl232",7.65641309115308e-24,2.76143885359102,0.548,0.091,1.22847148047551e-19,"9","Klhl23"
"Isoc12",9.74871117266298e-24,2.37376567463579,0.905,0.334,1.56418070765378e-19,"9","Isoc1"
"mt-Cytb4",1.18952419343208e-23,1.53648499185736,1,0.993,1.90859156836177e-19,"9","mt-Cytb"
"Nacc21",1.28818061905894e-23,2.68091013056679,0.714,0.156,2.06688580328008e-19,"9","Nacc2"
"Myl93",3.70689054299979e-23,1.30393976571879,0.976,0.338,5.94770587624317e-19,"9","Myl9"
"Fgfr22",6.41522627135019e-23,2.39095615568747,0.786,0.201,1.02932305523814e-18,"9","Fgfr2"
"Samd51",1.22498543070887e-22,3.11670414634295,0.357,0.042,1.96548912357238e-18,"9","Samd5"
"Hoxa11os4",1.41617276646481e-22,2.63000775701682,0.714,0.177,2.27224920379279e-18,"9","Hoxa11os"
"Pde10a",2.62894979356368e-22,3.12117145921495,0.524,0.093,4.21814994377292e-18,"9","Pde10a"
"Cst33",7.39106080141446e-22,1.72772632317885,1,0.879,1.18589570558695e-17,"9","Cst3"
"Cspg42",1.02394558266823e-21,2.8300924739456,0.524,0.095,1.64292068739117e-17,"9","Cspg4"
"Tspyl41",1.12255968114786e-21,2.66272973023276,0.476,0.077,1.80114700840175e-17,"9","Tspyl4"
"Sparcl12",1.50122821521009e-21,1.96080541146712,1,0.665,2.40872067130459e-17,"9","Sparcl1"
"Rbpms4",1.91529955322838e-21,2.15886087186858,1,0.596,3.07309813315493e-17,"9","Rbpms"
"9330159F19Rik",1.94345681354623e-21,3.13035902549858,0.357,0.045,3.11827645733492e-17,"9","9330159F19Rik"
"Cav13",1.97630268211941e-21,2.45490594936694,0.929,0.387,3.17097765346059e-17,"9","Cav1"
"Rab3a1",2.61631309004943e-21,3.1060694255909,0.5,0.09,4.19787435298431e-17,"9","Rab3a"
"Lrrc8c2",2.65363056930846e-21,2.41693741109502,0.524,0.091,4.25775024845542e-17,"9","Lrrc8c"
"Btbd32",2.74281329184517e-21,2.39027154093261,0.857,0.3,4.40084392676557e-17,"9","Btbd3"
"Zswim61",4.94694661872025e-21,2.40965117577519,0.714,0.178,7.93737584973664e-17,"9","Zswim6"
"Isyna1",6.48179276524268e-21,3.10381249702842,0.357,0.046,1.04000364918319e-16,"9","Isyna1"
"Slc6a63",6.60276702205926e-21,2.41925737189151,0.69,0.17,1.05941396868941e-16,"9","Slc6a6"
"Vegfb1",1.10714644286444e-20,2.11383400044075,0.738,0.183,1.77641646757599e-16,"9","Vegfb"
"Tgfbi3",1.53295883625319e-20,1.84845677144054,0.929,0.331,2.45963245276824e-16,"9","Tgfbi"
"Olfm13",1.85269135702179e-20,2.49928990162618,0.738,0.218,2.97264328234146e-16,"9","Olfm1"
"Akap61",2.57776590325709e-20,3.10109646490417,0.262,0.025,4.136025391776e-16,"9","Akap6"
"mt-Nd24",2.71835099174278e-20,1.24729828696783,1,0.974,4.36159416625129e-16,"9","mt-Nd2"
"Aplp1",3.12425184691029e-20,3.11307401209603,0.31,0.035,5.01286208836756e-16,"9","Aplp1"
"Ppfibp21",5.91513812463672e-20,2.83088548276487,0.381,0.053,9.49083912097961e-16,"9","Ppfibp2"
"Hoxd111",8.86790429291908e-20,2.83450579922536,0.476,0.085,1.42285524379887e-15,"9","Hoxd11"
"Etv5",8.93127698955032e-20,2.91849551354346,0.429,0.069,1.43302339297335e-15,"9","Etv5"
"mt-Atp84",9.58982294277681e-20,1.31459142335333,1,0.932,1.53868709116854e-15,"9","mt-Atp8"
"Ldb2",9.81166059798393e-20,2.98098664932403,0.357,0.047,1.57428094294652e-15,"9","Ldb2"
"Kazald1",1.23810571493992e-19,2.82164736561598,0.5,0.094,1.9865406196211e-15,"9","Kazald1"
"Ckb3",1.45728177419222e-19,1.73777668585526,1,0.654,2.33820860669142e-15,"9","Ckb"
"Chl11",1.67780973067779e-19,2.10887420581494,0.333,0.041,2.69204571287251e-15,"9","Chl1"
"Ppp2r5a2",2.10299837129884e-19,2.05936798450634,0.833,0.279,3.37426088674899e-15,"9","Ppp2r5a"
"Tanc11",2.77166156017204e-19,2.46719192409116,0.643,0.158,4.44713097329604e-15,"9","Tanc1"
"Ifi275",2.8402392950819e-19,2.21276202149485,0.857,0.298,4.55716394895891e-15,"9","Ifi27"
"Clmp3",3.67665204122597e-19,1.75997906745947,0.976,0.579,5.89918820014707e-15,"9","Clmp"
"Ndufa113",4.07376392304229e-19,2.00084105013369,0.952,0.572,6.53635421452136e-15,"9","Ndufa11"
"Sema3a1",4.54430632869555e-19,1.96459826040424,0.476,0.08,7.291339504392e-15,"9","Sema3a"
"Ndufa43",4.82396379436528e-19,1.73176101866047,0.976,0.665,7.7400499080591e-15,"9","Ndufa4"
"Meis23",5.95460208607388e-19,1.85439947199212,0.952,0.411,9.55415904710554e-15,"9","Meis2"
"Ndst3",7.16582941917414e-19,3.27576986189791,0.262,0.027,1.14975733030649e-14,"9","Ndst3"
"Spint23",1.10932202447218e-18,1.86785143142701,0.571,0.122,1.77990718826562e-14,"9","Spint2"
"Fnbp11",1.32362396177229e-18,1.99648680030744,0.667,0.157,2.12375464666364e-14,"9","Fnbp1"
"Foxf14",1.49341222354318e-18,1.99672404816517,0.976,0.459,2.39617991267503e-14,"9","Foxf1"
"Tpm23",1.65382803288049e-18,1.03258352264135,1,0.564,2.65356707875675e-14,"9","Tpm2"
"Fam241a",1.72308114602105e-18,3.00020431178394,0.286,0.033,2.76468369879077e-14,"9","Fam241a"
"Rab282",1.76420634228426e-18,2.32332112041463,0.738,0.226,2.83066907619509e-14,"9","Rab28"
"mt-Rnr13",1.94497755230113e-18,1.20741791046275,1,0.999,3.12071648266716e-14,"9","mt-Rnr1"
"Nhs",2.07026860960876e-18,3.17236532720339,0.286,0.033,3.32174598411725e-14,"9","Nhs"
"Klhdc8b",2.75733879138041e-18,2.62026344810276,0.476,0.09,4.42415009076987e-14,"9","Klhdc8b"
"Cacna1c",3.97643943228015e-18,2.77381525278177,0.31,0.039,6.3801970690935e-14,"9","Cacna1c"
"Tcea31",4.27149770945332e-18,2.54104081566629,0.571,0.131,6.85361807481785e-14,"9","Tcea3"
"Tspan35",4.69478620587886e-18,1.84849172766935,0.952,0.524,7.53278446733263e-14,"9","Tspan3"
"Stk38l",5.08199792792119e-18,3.04417731228074,0.381,0.059,8.15406567534954e-14,"9","Stk38l"
"Slc22a17",6.37346026550687e-18,2.56212984580725,0.429,0.073,1.02262169960058e-13,"9","Slc22a17"
"Lbh2",9.30746225224656e-18,1.9361814880368,0.833,0.294,1.49338231837296e-13,"9","Lbh"
"mt-Nd14",1.04919480322607e-17,1.1145071821767,1,0.965,1.68343306177624e-13,"9","mt-Nd1"
"Pitpnc11",1.13146619303886e-17,2.87727639671862,0.357,0.053,1.81543750673085e-13,"9","Pitpnc1"
"Dhrs72",1.26383592200511e-17,1.89819636007743,0.952,0.436,2.02782473685719e-13,"9","Dhrs7"
"Eml2",1.51209183831807e-17,2.95003934758596,0.357,0.052,2.42615135458135e-13,"9","Eml2"
"Aldoa4",1.5397517571426e-17,1.79244200782772,1,0.691,2.4705316943353e-13,"9","Aldoa"
"Fzd3",1.68982263095068e-17,3.06677579785456,0.286,0.035,2.71132041136037e-13,"9","Fzd3"
"Fbxo322",2.29382573862227e-17,2.87303571047185,0.571,0.134,3.68044339761944e-13,"9","Fbxo32"
"Net12",2.33424387703585e-17,2.79934055339955,0.357,0.054,3.74529430070402e-13,"9","Net1"
"Snrpn",2.45495952080167e-17,2.7611884415821,0.405,0.068,3.93898255112628e-13,"9","Snrpn"
"Tspan152",2.54029306798386e-17,3.15572129832896,0.31,0.041,4.0759002275801e-13,"9","Tspan15"
"mt-Rnr25",2.97856299400242e-17,1.1148907242297,1,1,4.77910432387688e-13,"9","mt-Rnr2"
"Slc25a44",3.63138545324948e-17,1.408526636382,1,0.774,5.82655795973879e-13,"9","Slc25a4"
"Ntn11",4.30788717962782e-17,1.74478570190844,0.929,0.471,6.91200497971284e-13,"9","Ntn1"
"Pbx3",6.60029221016579e-17,2.34178875561641,0.476,0.093,1.0590168851211e-12,"9","Pbx3"
"Egflam",6.99666809067535e-17,2.92001132169196,0.262,0.03,1.12261539514886e-12,"9","Egflam"
"Rragd",1.03726312467438e-16,3.14452806786521,0.262,0.031,1.66428868354004e-12,"9","Rragd"
"Itm2c3",1.31291608256102e-16,1.8250861605688,0.976,0.654,2.10657385446916e-12,"9","Itm2c"
"Hoxb21",1.33544669709383e-16,3.01919333674567,0.333,0.05,2.14272422548705e-12,"9","Hoxb2"
